"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"*042n8*","Taurean Prince","MIL","SG,G,SF,F,Flx","205","FA","","46.55","19%","+2%","6","21.2","2.5","4.5",".556","0.5","0.5","1.000","1.7","1.7","1.2","0.8","0.3","0.7","7.2"
"*051or*","Cameron Johnson","DEN","SF,PF,F,Flx","206","BOT","","46.51","93%","-4.4%","5","26.8","2.6","6.6",".394","1.8","2.0",".900","1.2","3.2","1.4","0.4","0.2","0.8","8.2"
"*05ujq*","Luka Garza","BOS","C,Flx","207","FA","","45.81","18%","-3.8%","6","14.3","2.2","4.2",".520","1.2","1.5",".778","0.7","3.8","0.8","0.2","0.5","0.7","6.2"
"*06cc2*","Gradey Dick","TOR","SG,G,SF,F,Flx","208","FA","MEM Sun 5:00PM","45.79","52%","-7.1%","6","14.7","2.0","5.5",".364","2.2","2.7",".813","0.8","2.3","0.3","0.5","0.0","0.2","7.0"
"*05qty*","Jalen Smith","CHI","C,Flx","209","FA","@NY Sun 6:00PM","45.79","18%","-1.8%","5","14.0","2.8","6.6",".424","1.2","1.8",".667","0.8","5.0","0.8","0.4","0.4","0.8","7.6"
"*042n3*","Buddy Hield","GS","PG,SG,G,SF,F,Flx","210","FA","","45.66","47%","-11.8%","7","16.8","2.6","6.4",".400","0.4","0.4","1.000","1.3","1.4","1.6","0.6","0.0","0.9","6.9"
"*06ccz*","Mouhamed Gueye","ATL","PF,F,Flx","211","FA","@CLE Sun 5:00PM","45.37","18%","-2.1%","6","16.3","3.0","5.5",".545","0.3","1.0",".333","0.8","4.0","1.2","0.2","0.7","0.8","7.2"
"*027oo*","Jonas Valanciunas","DEN","C,Flx","212","FA","","45.37","35%","-5.6%","5","12.1","3.6","6.6",".545","1.6","2.2",".727","0.0","4.6","1.4","0.0","0.6","1.2","8.8"
"*05qsx*","Obi Toppin","IND","PF,F,C,Flx","213","FA","","44.69","66%","-9.9%","3","27.4","5.0","12.0",".417","3.0","3.0","1.000","1.0","6.7","1.7","1.0","0.0","2.0","14.0"
"*02nf9*","Andre Drummond","PHI","C,Flx","214","FA","@BKN Sun 5:00PM","44.54","24%","-0.1%","5","13.0","1.8","3.4",".529","0.8","1.8",".444","0.2","6.4","0.6","0.8","0.8","0.0","4.6"
"*06cbz*","Brice Sensabaugh","UTA","SF,PF,F,Flx","215","Universa","@CHA Sun 5:00PM","44.48","57%","-4.3%","5","15.1","3.2","7.2",".444","1.2","1.2","1.000","1.6","3.0","1.0","0.4","0.2","1.0","9.2"
"*005ki*","Brook Lopez","LAC","C,Flx","216","W <small>(Tue)</small>","","44.32","59%","-4.2%","5","16.3","2.2","6.6",".333","0.4","0.8",".500","1.6","3.6","0.4","0.4","1.2","0.8","6.4"
"*05uiw*","Isaiah Jackson","IND","C,Flx","217","FA","","44.02","53%","-23.3%","6","15.8","2.0","4.5",".444","1.7","1.8",".909","0.0","5.0","0.8","0.0","0.3","1.2","5.7"
"*06v8p*","Will Richard","GS","PG,SG,G,Flx","218","FA","","43.89","19%","-0.5%","6","13.7","2.0","3.2",".632","0.8","1.0",".833","0.8","1.7","1.3","1.3","0.0","0.7","5.7"
"*05wqo*","Dru Smith","MIA","PG,SG,G,Flx","219","FA","@LAL Sun 8:30PM","43.73","15%","+2%","5","17.7","2.4","5.0",".480","0.0","0.0","0","1.0","1.6","4.0","1.6","0.2","1.2","5.8"
"*0558v*","Javonte Green","DET","SG,G,SF,F,Flx","220","FA","","43.54","6%","+0.3%","6","15.8","2.0","5.5",".364","0.3","0.5",".667","1.0","2.3","1.0","1.0","0.3","0.3","5.3"
"*0496e*","Alex Caruso","OKC","PG,SG,G,SF,F,Flx","221","WIN","NO 68<br/>@OKC 85","43.11","55%","-6.7%","4","20.0","2.0","6.0",".333","0.5","0.5","1.000","1.5","2.0","2.0","2.0","0.8","0.5","6.0"
"*049ka*","Lonzo Ball","CLE","PG,G,Flx","222","FA","ATL Sun 5:00PM","43.04","52%","-6.4%","5","23.9","1.8","6.0",".300","0.6","1.0",".600","1.2","4.0","5.8","1.0","0.0","2.6","5.4"
"*04qsn*","Svi Mykhailiuk","UTA","SF,F,Flx","223","FA","@CHA Sun 5:00PM","42.66","14%","+4.9%","5","26.3","2.6","5.8",".448","0.4","0.4","1.000","1.6","2.6","1.6","1.2","0.0","1.0","7.2"
"*06ca5*","Kris Murray","POR","SF,F,Flx","224","FA","","42.07","12%","0%","5","23.2","2.6","5.0",".520","0.6","0.8",".750","0.6","3.0","0.6","1.6","0.2","0.8","6.4"
"*06mk9*","Dalton Knecht","LAL","SG,G,SF,F,Flx","225","FA","MIA Sun 8:30PM","42.06","28%","-3.3%","5","19.3","3.0","6.8",".441","0.8","1.0",".800","0.8","1.6","0.6","0.8","0.8","0.8","7.6"
"*05uip*","Corey Kispert","WAS","SF,PF,F,Flx","226","FA","","41.76","19%","-0.7%","6","19.7","2.5","6.0",".417","0.7","1.2",".571","1.2","2.8","1.3","0.2","0.2","0.8","6.8"
"*06mle*","Kyle Filipowski","UTA","PF,F,C,Flx","227","FA","@CHA Sun 5:00PM","41.62","81%","-5.4%","5","19.1","2.4","6.6",".364","0.6","1.0",".600","1.0","4.4","2.8","0.2","0.2","1.0","6.4"
"*05293*","John Konchar","MEM","SG,G,Flx","228","FA","@TOR Sun 5:00PM","41.38","8%","+0.3%","6","15.0","1.7","2.8",".588","0.2","0.2","1.000","0.8","2.8","1.2","0.8","0.5","0.5","4.3"
"*0622e*","Tyrese Martin","BKN","SG,G,Flx","229","FA","PHI Sun 5:00PM","41.23","9%","+0.3%","5","18.0","2.6","6.6",".394","0.6","0.6","1.000","1.4","3.4","2.4","0.4","0.0","0.8","7.2"
"*06v8e*","Javon Small","MEM","PG,SG,G,Flx","230","FA","@TOR Sun 5:00PM","40.95","20%","-0.2%","5","17.8","1.8","5.2",".346","1.6","2.0",".800","1.2","1.4","4.2","0.0","0.2","1.4","6.4"
"*06v5a*","Collin Murray-Boyles","TOR","PF,F,Flx","231","FA","MEM Sun 5:00PM","40.87","50%","+3.3%","4","20.6","3.5","7.5",".467","1.0","1.5",".667","1.5","2.5","0.8","0.8","0.3","0.8","9.5"
"*04ews*","Tony Bradley","IND","C,Flx","232","FA","","40.59","9%","+0.5%","6","12.9","2.3","3.3",".700","0.7","1.5",".444","0.0","3.7","0.3","0.3","0.3","0.2","5.3"
"*05uup*","Jay Huff","IND","C,Flx","233","FA","","40.56","45%","-20.7%","6","14.0","1.5","4.2",".360","0.7","0.7","1.000","0.5","2.0","0.7","0.0","1.3","0.5","4.2"
"*05uja*","Miles McBride","NY","PG,SG,G,Flx","234","FA","CHI Sun 6:00PM","40.36","35%","-0.3%","3","29.1","3.3","9.0",".370","1.7","2.0",".833","2.7","2.7","2.3","1.0","0.3","1.0","11.0"
"*03e79*","Dwight Powell","DAL","C,Flx","235","FA","","40.29","4%","+1.3%","5","11.7","1.0","1.4",".714","3.0","3.4",".882","0.0","2.8","0.8","0.4","0.4","1.0","5.0"
"*04xdu*","Drew Eubanks","SAC","C,Flx","236","FA","","40.08","10%","-5.3%","6","12.9","1.3","3.0",".444","0.5","1.5",".333","0.0","2.7","0.3","0.7","1.2","0.5","3.2"
"*06mjt*","Zaccharie Risacher","ATL","SF,F,Flx","237","herb","@CLE Sun 5:00PM","39.73","82%","-6.3%","4","22.8","3.8","9.3",".405","0.8","1.0",".750","1.5","1.5","0.3","0.5","0.8","0.5","9.8"
"*04qsj*","Bruce Brown","DEN","PG,SG,G,Flx","238","FA","","39.31","24%","-4.5%","5","18.5","2.2","4.2",".524","0.4","0.8",".500","0.6","4.0","1.6","0.8","0.4","0.8","5.4"
"*051p0*","Matisse Thybulle","POR","SG,G,SF,F,Flx","239","FA","","39.14","18%","-1.8%","4","12.2","1.5","2.5",".600","1.0","1.0","1.000","1.0","1.0","0.8","2.5","0.0","0.3","5.0"
"*06v56*","Walter Clayton","UTA","PG,SG,G,Flx","240","FA","@CHA Sun 5:00PM","39.13","47%","-2.5%","5","17.3","2.4","5.8",".414","0.8","0.8","1.000","1.0","3.0","2.8","0.6","0.0","1.4","6.6"
"*06cc1*","Bilal Coulibaly","WAS","SF,PF,F,Flx","241","Universa","","39.07","72%","-0.9%","2","25.5","4.5","11.0",".409","3.0","4.0",".750","1.0","5.0","4.0","1.0","2.0","2.0","13.0"
"*03al1*","Marcus Smart","LAL","PG,SG,G,Flx","242","FA","MIA Sun 8:30PM","38.85","33%","-15.5%","4","27.3","3.0","6.0",".500","2.3","2.8",".818","0.5","1.5","2.5","1.3","0.0","2.3","8.8"
"*06mln*","Adem Bona","PHI","C,Flx","243","FA","@BKN Sun 5:00PM","38.83","44%","-12.3%","5","16.0","0.8","1.8",".444","0.8","1.4",".571","0.0","3.0","0.6","0.2","2.2","0.8","2.4"
"*06ccd*","Noah Clowney","BKN","PF,F,C,Flx","244","FA","PHI Sun 5:00PM","38.76","28%","-2.8%","5","20.9","1.4","5.6",".250","1.6","1.8",".889","0.8","3.6","1.6","0.2","0.0","1.2","5.2"
"*042n2*","Kris Dunn","LAC","PG,G,Flx","245","FA","","38.71","21%","-0.2%","5","22.8","2.8","5.8",".483","0.4","0.4","1.000","0.8","2.6","0.6","1.4","0.0","1.2","6.8"
"*04qs3*","Landry Shamet","NY","SG,G,Flx","246","FA","CHI Sun 6:00PM","38.65","5%","+0.6%","5","17.5","1.8","5.2",".346","1.2","1.4",".857","1.6","2.0","0.6","0.6","0.0","0.8","6.4"
"*05qtd*","Nick Richards","PHO","C,Flx","247","FA","SA Sun 7:00PM","38.34","19%","-3.3%","6","9.5","1.3","2.7",".500","1.3","1.3","1.000","0.0","3.3","0.0","0.3","0.5","1.0","4.0"
